Date,Forecast
2017-12-31,10.784200932506693
2018-01-01,11.440921816982698
2018-01-02,8.784137026591191
2018-01-03,7.12753289802423
2018-01-04,9.81804357861777
2018-01-05,9.880298094615382
2018-01-06,8.057202894961556
2018-01-07,9.133826698226155
2018-01-08,9.799142401645785
2018-01-09,7.1524085840022025
2018-01-10,5.508353074990788
2018-01-11,8.215016555169141
2018-01-12,8.298152634310517
2018-01-13,6.501762944960324
2018-01-14,7.6119356665527125
2018-01-15,8.318543770112543
2018-01-16,5.721586941610264
2018-01-17,4.136340934666822
2018-01-18,6.911173407721243
2018-01-19,7.0719235646857195
2018-01-20,5.3624247625004955
2018-01-21,6.568338865612743
2018-01-22,7.37885873083206
2018-01-23,4.893062603537611
2018-01-24,3.4250837355308246
2018-01-25,6.321953593572572
2018-01-26,6.6080150689687835
2018-01-27,5.025483752424216
2018-01-28,6.358324800192199
2018-01-29,7.2940004082473395
2018-01-30,4.929870240192028
2018-01-31,3.5784066618924726
2018-02-01,6.585081719193355
2018-02-02,6.9728209069052
2018-02-03,5.482600544214932
2018-02-04,6.897355186143456
2018-02-05,7.903749177970882
2018-02-06,5.598594002728811
2018-02-07,4.294072814758198
2018-02-08,7.335628883808036
