Date,Forecast
2017-12-31,11.31686811237676
2018-01-01,11.66873624577212
2018-01-02,11.685657581704048
2018-01-03,11.686471328623833
2018-01-04,11.686510461707186
2018-01-05,11.686512343616876
2018-01-06,11.6865124341179
2018-01-07,11.686512438470093
2018-01-08,11.68651243867939
2018-01-09,11.686512438689455
2018-01-10,11.686512438689938
2018-01-11,11.686512438689961
2018-01-12,11.686512438689963
2018-01-13,11.686512438689963
2018-01-14,11.686512438689963
2018-01-15,11.686512438689963
2018-01-16,11.686512438689963
2018-01-17,11.686512438689963
2018-01-18,11.686512438689963
2018-01-19,11.686512438689963
2018-01-20,11.686512438689963
2018-01-21,11.686512438689963
2018-01-22,11.686512438689963
2018-01-23,11.686512438689963
2018-01-24,11.686512438689963
2018-01-25,11.686512438689963
2018-01-26,11.686512438689963
2018-01-27,11.686512438689963
2018-01-28,11.686512438689963
2018-01-29,11.686512438689963
