Date,Forecast
2017-12-31 00:00:00,608.1513015844771
2018-01-01 00:00:00,589.211634916266
2018-01-02 00:00:00,315.31141843196195
2018-01-03 00:00:00,606.8219048047506
2018-01-04 00:00:00,910.0451550843305
2018-01-05 00:00:00,510.07966438880976
2018-01-06 00:00:00,503.17771927877027
2018-01-07 00:00:00,604.5942274605966
2018-01-08 00:00:00,541.3615480796813
2018-01-09 00:00:00,223.32286721326602
2018-01-10 00:00:00,471.87124929781857
2018-01-11 00:00:00,734.3029295286649
2018-01-12 00:00:00,296.65857240630964
2018-01-13 00:00:00,256.05765745647625
2018-01-14 00:00:00,328.5263202576992
2018-01-15 00:00:00,241.75370872399628
2018-01-16 00:00:00,-93.89013871633415
2018-01-17 00:00:00,143.37261815160318
2018-01-18 00:00:00,401.07242009014544
2018-01-19 00:00:00,-34.67108899463557
2018-01-20 00:00:00,-66.81540585917713
2018-01-21 00:00:00,20.435854801582764
2018-01-22 00:00:00,-45.60370825693468
2018-01-23 00:00:00,-355.0748523712882
2018-01-24 00:00:00,-86.83195821188565
2018-01-25 00:00:00,205.91846921917397
2018-01-26 00:00:00,-191.52647947057386
2018-01-27 00:00:00,-183.01144710396989
2018-01-28 00:00:00,-53.66943816084296
2018-01-29 00:00:00,-77.13539508685409
EOQ (units),209.63
