Date,Forecast
2017-12-30,114.09302552945215
2017-12-31,141.58638001310328
2018-01-01,131.95813626948006
2018-01-02,96.51167931014031
2018-01-03,73.96438903228011
2018-01-04,72.83290324406386
2018-01-05,97.34351774462641
2018-01-06,80.98068522224676
2018-01-07,108.83878465840218
2018-01-08,100.35951824176773
2018-01-09,66.84899584004063
2018-01-10,47.00451058229045
2018-01-11,49.29994351209217
2018-01-12,77.89695866872954
2018-01-13,66.19493513029703
2018-01-14,99.18477410548154
2018-01-15,96.18888691258718
2018-01-16,68.3813564897095
2018-01-17,54.3181941366438
2018-01-18,62.326535376359516
2018-01-19,96.41983257723544
2018-01-20,89.85188038946399
2018-01-21,127.47469792401819
2018-01-22,128.48245888524735
2018-01-23,103.93535044733832
2018-01-24,92.29317668028023
2018-01-25,101.80745350956644
2018-01-26,136.43896772685954
2018-01-27,129.41356525034192
2018-01-28,165.581138045824
2018-01-29,164.15996438804683
2018-01-30,136.26026583055858
2018-01-31,120.41679898086156
2018-02-01,124.9792511128963
2018-02-02,154.0274534296275
2018-02-03,140.92423665422385
2018-02-04,170.67097446292942
2018-02-05,162.64806010390083
2018-02-06,128.13428234455574
2018-02-07,105.83503090367591
2018-02-08,104.26821867031536
2018-02-09,127.67505572384097
2018-02-10,109.56862061675704
2018-02-11,135.0853914276004
2018-02-12,123.72209188243433
2018-02-13,86.85191851917426
2018-02-14,63.25016597758715
2018-02-15,61.478209277667744
2018-02-16,85.79303230774303
2018-02-17,69.69528327752906
