Date,Forecast
2017-12-31,12.65180793901553
2018-01-01,12.671935643452462
2018-01-02,12.672694008232003
2018-01-03,12.672722581641388
2018-01-04,12.672723658220557
2018-01-05,12.672723698783539
2018-01-06,12.672723700311858
2018-01-07,12.672723700369442
2018-01-08,12.672723700371611
2018-01-09,12.672723700371693
2018-01-10,12.672723700371696
2018-01-11,12.672723700371696
2018-01-12,12.672723700371696
2018-01-13,12.672723700371696
2018-01-14,12.672723700371696
2018-01-15,12.672723700371696
2018-01-16,12.672723700371696
2018-01-17,12.672723700371696
2018-01-18,12.672723700371696
2018-01-19,12.672723700371696
2018-01-20,12.672723700371696
2018-01-21,12.672723700371696
2018-01-22,12.672723700371696
2018-01-23,12.672723700371696
2018-01-24,12.672723700371696
2018-01-25,12.672723700371696
2018-01-26,12.672723700371696
2018-01-27,12.672723700371696
2018-01-28,12.672723700371696
2018-01-29,12.672723700371696
