Date,Forecast
2017-12-31,101.50069747496548
2018-01-01,100.03902363572115
2018-01-02,100.06065398807472
2018-01-03,100.06033389467879
2018-01-04,100.060338631531
2018-01-05,100.06033856143343
2018-01-06,100.06033856247075
2018-01-07,100.0603385624554
2018-01-08,100.06033856245563
2018-01-09,100.06033856245563
2018-01-10,100.06033856245563
2018-01-11,100.06033856245563
2018-01-12,100.06033856245563
2018-01-13,100.06033856245563
2018-01-14,100.06033856245563
2018-01-15,100.06033856245563
2018-01-16,100.06033856245563
2018-01-17,100.06033856245563
2018-01-18,100.06033856245563
2018-01-19,100.06033856245563
2018-01-20,100.06033856245563
2018-01-21,100.06033856245563
2018-01-22,100.06033856245563
2018-01-23,100.06033856245563
2018-01-24,100.06033856245563
2018-01-25,100.06033856245563
2018-01-26,100.06033856245563
2018-01-27,100.06033856245563
2018-01-28,100.06033856245563
2018-01-29,100.06033856245563
