Date,Forecast
2017-12-31,115.66694079852364
2018-01-01,115.63577904555996
2018-01-02,115.63581255801273
2018-01-03,115.63581252197226
2018-01-04,115.63581252201101
2018-01-05,115.63581252201097
2018-01-06,115.63581252201097
2018-01-07,115.63581252201097
2018-01-08,115.63581252201097
2018-01-09,115.63581252201097
2018-01-10,115.63581252201097
2018-01-11,115.63581252201097
2018-01-12,115.63581252201097
2018-01-13,115.63581252201097
2018-01-14,115.63581252201097
2018-01-15,115.63581252201097
2018-01-16,115.63581252201097
2018-01-17,115.63581252201097
2018-01-18,115.63581252201097
2018-01-19,115.63581252201097
2018-01-20,115.63581252201097
2018-01-21,115.63581252201097
2018-01-22,115.63581252201097
2018-01-23,115.63581252201097
2018-01-24,115.63581252201097
2018-01-25,115.63581252201097
2018-01-26,115.63581252201097
2018-01-27,115.63581252201097
2018-01-28,115.63581252201097
2018-01-29,115.63581252201097
