Date,Forecast
2017-12-31,25.186733393037954
2018-01-01,25.716123751637394
2018-01-02,17.902545064601462
2018-01-03,9.993245976421816
2018-01-04,22.079709714624418
2018-01-05,22.93042222302432
2018-01-06,22.61042733964863
2018-01-07,21.688934566113467
2018-01-08,22.56798345353392
2018-01-09,15.1197426465496
2018-01-10,7.584795276255736
2018-01-11,20.047774762286824
2018-01-12,21.2702871161352
2018-01-13,21.310621103629547
2018-01-14,20.731508158979693
2018-01-15,21.92893250475118
2018-01-16,14.76956611482677
2018-01-17,7.48917705513891
2018-01-18,20.168372427353162
2018-01-19,21.5656095582412
2018-01-20,21.736974786325437
2018-01-21,21.24399021839421
2018-01-22,22.482447908335086
2018-01-23,15.319845634882014
2018-01-24,7.993772896128963
2018-01-25,20.58760897113027
2018-01-26,21.86346783580452
2018-01-27,21.881890920201595
2018-01-28,21.209550161531432
2018-01-29,22.247963282887785
