Date,Forecast
2017-12-30,6.601956322780222
2017-12-31,6.504134751143263
2018-01-01,6.50134187918814
2018-01-02,6.501262140807053
2018-01-03,6.501259864222404
2018-01-04,6.501259799224374
2018-01-05,6.501259797368636
2018-01-06,6.501259797315654
2018-01-07,6.501259797314141
2018-01-08,6.5012597973140975
2018-01-09,6.501259797314097
2018-01-10,6.501259797314097
2018-01-11,6.501259797314097
2018-01-12,6.501259797314097
2018-01-13,6.501259797314097
2018-01-14,6.501259797314097
2018-01-15,6.501259797314097
2018-01-16,6.501259797314097
2018-01-17,6.501259797314097
2018-01-18,6.501259797314097
2018-01-19,6.501259797314097
2018-01-20,6.501259797314097
2018-01-21,6.501259797314097
2018-01-22,6.501259797314097
2018-01-23,6.501259797314097
2018-01-24,6.501259797314097
2018-01-25,6.501259797314097
2018-01-26,6.501259797314097
2018-01-27,6.501259797314097
2018-01-28,6.501259797314097
