Date,Forecast
2017-12-30,37.16605308203213
2017-12-31,48.88698710527171
2018-01-01,47.55151498784332
2018-01-02,45.72525747033044
2018-01-03,33.44394830654259
2018-01-04,35.685921931740225
2018-01-05,42.73923145511696
2018-01-06,29.270692366066573
2018-01-07,38.63402036776147
2018-01-08,35.13475830447034
2018-01-09,31.395443472663466
2018-01-10,17.50194892373782
2018-01-11,18.47457890796606
2018-01-12,24.634025826537577
2018-01-13,10.669516973981574
2018-01-14,19.946344777637275
2018-01-15,16.770492470702976
2018-01-16,13.753814654052317
2018-01-17,0.9607054924213259
2018-01-18,3.3798248403830833
2018-01-19,11.290971116963654
2018-01-20,-0.6655974826065751
2018-01-21,10.819766214773114
2018-01-22,9.99230706702182
2018-01-23,9.399769678932607
2018-01-24,-0.9591229032542401
2018-01-25,3.8389045407294127
2018-01-26,14.010384180643877
2018-01-27,4.13619033756278
2018-01-28,17.472114666996006
2018-01-29,18.2165562954173
2018-01-30,18.87869910018943
2018-01-31,9.428023826041372
2018-02-01,14.768644942348155
2018-02-02,25.10848763077408
2018-02-03,15.030542123032662
2018-02-04,27.80330156032613
2018-02-05,27.648013802796182
2018-02-06,27.106133489712196
2018-02-07,16.187844363653245
2018-02-08,19.84517161495141
2018-02-09,28.339736122115728
2018-02-10,16.312429845900162
2018-02-11,27.092164889525566
2018-02-12,24.96137593802874
2018-02-13,22.52171315666679
2018-02-14,9.840846355555506
2018-02-15,11.923949503780253
2018-02-16,19.0799639051526
2018-02-17,5.989961494957985
