Date,Forecast
2017-12-31,9.201209312523709
2018-01-01,-0.9360142536487501
2018-01-02,-37.18840579827308
2018-01-03,83.73752215262618
2018-01-04,-1.5865079183669195
2018-01-05,14.093582776402442
2018-01-06,30.955556645361682
2018-01-07,22.76732867944495
2018-01-08,15.850774177263624
2018-01-09,-17.463559702211015
2018-01-10,106.0772352791025
2018-01-11,23.009653833749525
2018-01-12,40.55846508641739
2018-01-13,58.878494121615276
2018-01-14,51.721425490825744
2018-01-15,45.39982090989717
2018-01-16,12.241913813807429
2018-01-17,135.5052546581993
2018-01-18,51.737767978639546
2018-01-19,68.18215241691117
2018-01-20,85.01726184078804
2018-01-21,76.02440501253051
2018-01-22,67.55076700388527
2018-01-23,31.96352755987987
2018-01-24,152.56276421961738
2018-01-25,65.94171614420695
2018-01-26,79.39035557150653
2018-01-27,93.13592116475974
2018-01-28,81.00836698269549
2018-01-29,69.4029463346015
