Date,Forecast
2017-12-30,6.723611648556589
2017-12-31,7.8897960907830464
2018-01-01,5.596760625326555
2018-01-02,2.680439460418631
2018-01-03,3.87049472122429
2018-01-04,5.786928223631578
2018-01-05,11.347459646766485
2018-01-06,6.801514625815702
2018-01-07,7.927421258084449
2018-01-08,5.577239701320822
2018-01-09,2.592078815609586
2018-01-10,3.707137975467841
2018-01-11,5.548161009977734
2018-01-12,11.038651438999763
2018-01-13,6.433696619777327
2018-01-14,7.517003390025617
2018-01-15,5.145573880894445
2018-01-16,2.164879252749463
2018-01-17,3.3137730002280374
2018-01-18,5.2208339415732565
2018-01-19,10.81149078310753
2018-01-20,6.341778100324141
2018-01-21,7.5953280058738235
2018-01-22,5.428027282511515
2018-01-23,2.683198237939896
2018-01-24,4.096544824010014
2018-01-25,6.292553429322208
2018-01-26,12.191698947651508
2018-01-27,8.044304127710483
2018-01-28,9.627654133351296
2018-01-29,7.790793304304308
2018-01-30,5.369859203799657
2018-01-31,7.093192015817311
2018-02-01,9.577904992042965
2018-02-02,15.737262696698938
2018-02-03,11.814711140686045
2018-02-04,13.581157848795925
2018-02-05,11.879925077572977
2018-02-06,9.542227694190343
2018-02-07,11.292410476307094
